;Œ—ÕŒ¬ÕŒ… Œ ¬≈ƒ;Œ—ÕŒ¬ÕŒ… Œ ¬≈ƒ_id
1122;88.99;1132
1123;38.12;517
1124;49.41;797
1127;85.22;1109
1128;26.30.11;348
1129;52.23.11;840
1130;42.21;532
1132;68.32.2;970
1133;70.22;980
1134;32.50;475
1135;85.14;1107
1136;23.99.6;282
1138;30.20.4;451
1139;22.22;248
1141;62.01;880
1142;10.11;95
1143;84.11.21;1071
1144;84.11.3;1074
1145;01.47;25
1146;46.90;720
1147;84.23.32;1097
1148;78.10;1044
1149;35.30.14;505
1150;94.20;1166
1151;45.11.2;565
1152;26.20;344
1153;16.10.1;182
1154;72.19;1012
1155;84.11.11;1067
1156;90.04.3;1139
1157;10.51.3;122
1158;55.10;851
1159;84.11.21;1071
1160;28.14;395
1161;46.31;614
1162;07.10.2;70
1163;62.01;880
1164;47.99;778
1165;52.23.11;840
1166;28.49.12;421
1168;56.10;855
1169;93.12;1154
1170;46.90;720
1171;68.20.2;957
1172;87;1128
1173;85.41;1112
1174;01.21;12
1175;46.15.4;596
1176;24.10.12;285
1177;45.1;562
1178;10.5;118
1179;85.13;1106
1180;84.11.11;1067
1181;51.10.3;815
1182;71.1;981
1183;42.11;529
1184;42.12;530
1185;30.30.41;460
1186;64.92.2;904
1187;46.19;605
1188;70.22;980
1189;46.43;652
1190;21.20.1;240
1191;41.20;528
1192;45.20.2;574
1193;62.01;880
1194;17.12;194
1195;46.46;661
1196;64.92.7;907
1198;47.2;728
1200;45.1;562
1201;84.23.18;1095
1202;62.01;880
1203;06.10.1;64
1204;52.24;842
1205;20.14.7;215
1207;71.12;984
1208;25.40;320
1209;52.10.21;819
1211;42.12;530
1213;52.10.3;821
1214;24.10.6;290
1216;33.12;480
1217;62.01;880
1218;35.12;493
1219;93.12;1154
1220;70.10.2;978
1221;86;1120
1222;46.71;693
1223;85.22;1109
1224;64.99.1;909
1225;43.29;549
1226;85.21;1108
1227;26.51;356
1228;70.22;980
1229;46.73.6;707
1230;70.22;980
1231;28.41;418
1232;01.11.1;2
1233;38.22;519
1234;85.21;1108
1235;35.22;499
1236;84.11.3;1074
1237;84.23.1;1090
1238;47.2;728
1239;94.12;1164
1240;46.46.1;662
1241;46.43;652
1242;47.19;726
1243;06.10.1;64
1244;84.11;1065
1246;94.11;1163
1247;10.41.5;116
1248;24.41;298
1250;09.10.1;90
1251;64.19;896
1252;64.99;908
1253;64.99.1;909
1254;84.11.13;1069
1255;05.10.13;55
1256;64.99;908
1259;46.33;621
1260;90.01;1134
1261;94.99;1170
1262;41.20;528
1263;79.11;1048
1264;46.90;720
1265;72.19;1012
1266;88.10;1131
1267;84.25;1100
1269;46.72.21;700
1270;71.20.61;1008
1271;85.22;1109
1272;85.22;1109
1273;10.32;109
1276;86.10;1121
1277;80.10;1052
1278;94.99;1170
1281;11.05;158
1282;63.91;891
1283;41.20;528
1284;47.71;761
1285;49.20;783
1286;92.1;1148
1287;90.04.3;1139
1288;68.20.2;957
1289;01.47;25
1290;35.30;502
1291;70.10.1;977
1292;62.01;880
1293;85.22;1109
1294;35.3;501
1295;68.31;960
1296;70.22;980
1297;68.20;956
1298;71.20;1003
1299;93.1;1152
1300;84.11.3;1074
1301;73.20.1;1022
1302;84.2;1087
1303;93.11;1153
1304;46.71;693
1305;10.51;119
1306;84.11.11;1067
1308;85.11;1104
1309;94.11;1163
1310;49.20;783
1311;84.11.3;1074
1312;46.69.5;689
1314;35.11;488
1315;94.99;1170
1316;46.46.1;662
1317;70.22;980
1318;35.14;496
1319;70.22;980
1320;27.51;381
1321;25.40;320
1322;64.20;897
1323;26.30;346
1326;24.10.2;286
1327;66.19.7;939
1328;94.12;1164
1329;41.20;528
1330;10.4;113
1331;65.30;923
1332;24.45.7;303
1333;41.20;528
1334;71.12.2;989
1335;46.62;679
1336;70.10.2;978
1337;82.99;1063
1338;72.19;1012
1339;28.92;424
1340;72.19;1012
1341;52.22.1;834
1342;64.99;908
1343;52.10.3;821
1344;85.41;1112
1345;06.10;63
1346;68.20;956
1347;46.74;708
1348;11.01.1;154
1349;11.06;159
1350;21.20;239
1351;46.51;672
1352;46.42;648
1353;64.99;908
1354;68.10.23;954
1355;85.21;1108
1356;70.22;980
1357;11.05;158
1358;51.10.1;813
1359;64.19;896
1360;19.20;205
1361;46.32;618
1362;60.20;871
1363;64.19;896
1364;01.11.1;2
1365;21.20.1;240
1366;94.99;1170
1367;84.11.21;1071
1368;68.3;959
1369;64.19;896
1370;07.1;67
1371;72.19;1012
1372;41.2;527
1373;41.20;528
1374;10.13.4;103
1375;64.19;896
1376;20.42;229
1377;85.21;1108
1378;28.99;427
1379;28.91;423
1380;19.20;205
1381;53.20.3;849
1382;82.30;1060
1383;46.34;625
1384;78.30;1046
1385;47.71;761
1386;70.22;980
1387;45.3;577
1388;10.9;149
1389;77.34;1035
1391;64.99;908
1392;47.29;737
1393;65.12.2;921
1394;64.19;896
1395;94.12;1164
1396;01.11;1
1397;09.10;89
1398;28.15.1;397
1399;72.19;1012
1400;46.71.1;694
1401;84.11.21;1071
1402;24.44;301
1403;71.12;984
1404;25.61;323
1405;10.81;136
1406;64.99;908
1407;46.90;720
1408;01.11;1
1409;07.10.2;70
1410;07.29.41;76
1411;47.75;766
1412;05.10.16;58
1413;55.10;851
1414;64.99.1;909
1415;56.10;855
1416;35.11.1;489
1417;84.11.21;1071
1418;51.10.1;813
1419;64.99;908
1420;93.12;1154
1421;68.32.1;969
1423;72.19;1012
1424;53.20.3;849
1425;73.20.1;1022
1427;59.11;866
1428;93.29;1159
1429;01.11;1
1430;85.22;1109
1431;72.19;1012
1432;07.29.1;72
1433;21.20.1;240
1434;26.30.11;348
1435;21.10;238
1436;06.20;65
1437;68.32.1;969
1438;62.09;885
1439;33.12;480
1440;68.20;956
1441;16.10.1;182
1442;84.11.13;1069
1443;70.22;980
1444;94.99;1170
1445;16.10.1;182
1446;72.19;1012
1447;72.19;1012
1448;09.10.9;92
1449;84.11.11;1067
1450;49.31.1;786
1451;46.90;720
1452;09.10;89
1453;84.1;1064
1454;72.19;1012
1455;56.10;855
1456;43.12;541
1458;01.41;18
1459;61.1;872
1460;10.13.4;103
1464;64.20;897
1465;47.11.2;724
1466;21.20;239
1467;71.12.2;989
1468;84.11.1;1066
1469;85.14;1107
1470;93.1;1152
1471;71.12.2;989
1473;47.19;726
1474;84.11.3;1074
1475;45.1;562
1476;85.22;1109
1477;85.21;1108
1478;07.10.1;69
1479;72.19;1012
1480;01.50;31
1481;30.20.9;452
1482;20.15;216
1483;52.24;842
1486;31.0;465
1487;93.19;1156
1488;85.22;1109
1489;84.11.7;1083
1491;21.20;239
1492;64.19;896
1493;25.9;327
1495;85.12;1105
1496;85.21;1108
1498;22.21;247
1499;64.19;896
1500;09.10;89
1501;85.30;1111
1502;70.22;980
1503;71.12.1;985
1504;42.21;532
1505;71.12;984
1506;46.41;647
1507;01.62;34
1508;77.11;1031
1509;25.40;320
1510;68.31;960
1511;45.3;577
1512;94.11;1163
1513;85.22;1109
1514;69.10;972
1515;26.51;356
1516;68.20;956
1517;56.10;855
1518;46.2;606
1519;46.73;702
1520;63.11;887
1521;86.23;1123
1522;64.20;897
1523;69.10;972
1524;24.1;283
1525;41.2;527
1526;41.20;528
1527;45.19;567
1528;85.41;1112
1529;52.23.1;839
1531;85.13;1106
1532;46.3;613
1533;43.3;550
1534;73.20.1;1022
1535;72.19;1012
1536;10.51;119
1537;68.20.2;957
1538;01.47;25
1539;23.14;256
1540;47.54;754
1541;24.42;299
1542;65.1;917
1543;24.45;302
1544;79.1;1047
1546;84.11.2;1070
1547;27.32;378
1548;52.24;842
1549;93.19;1156
1550;85.22;1109
1551;68.32;968
1552;62.01;880
1553;52.29;845
1554;70.22;980
1555;17.22;197
1556;01.47;25
1557;20.13;210
1558;56.29;857
1559;94.12;1164
1560;64.20;897
1561;08.11.2;82
1562;66.12.2;932
1563;64.1;894
1564;52.24.2;844
1565;07.10.2;70
1566;28.13;394
1567;81.29.1;1056
1568;68.20;956
1569;84.25.9;1102
1570;20.59.6;235
1571;94.12;1164
1572;94.99;1170
1573;71.12;984
1574;41.20;528
1575;85.22;1109
1576;84.23.17;1094
1577;21.20.1;240
1578;11.01.1;154
1579;26.20;344
1581;20.16;219
1582;84.11.3;1074
1583;64.20;897
1585;46.69;684
1586;88.99;1132
1587;94.20;1166
1588;47.77.2;767
1589;26.11;337
1590;72.19;1012
1591;62.01;880
1592;63.11;887
1593;70.22;980
1594;81.22;1055
1595;01.13.12;5
1596;23.12;254
1597;01.13.1;4
1598;31.01;466
1599;85.22;1109
1601;71.1;981
1603;52.29;845
1604;64.20;897
1605;52.24;842
1606;64.9;899
1608;80.10;1052
1609;64.19;896
1610;84.11.21;1071
1611;03.11;44
1612;94.99;1170
1613;84.11.34;1077
1614;26.51;356
1615;41.20;528
1616;94.12;1164
1617;73.11;1019
1618;47.73;765
1619;64.99.1;909
1620;75.00;1030
1621;70.10.2;978
1622;62.01;880
1623;68.20;956
1624;66.12.2;932
1625;28.14;395
1626;84.11.12;1068
1627;26.30.17;350
1628;84.11.21;1071
1629;10.13.2;101
1630;07.29.41;76
1631;07.29.41;76
1633;84.23.4;1098
1634;07.29.41;76
1635;70.10;976
1636;52.10;818
1637;01.11;1
1638;20.14;211
1639;20.11;208
1640;37.00;514
1641;90.04;1136
1642;29.10.1;431
1643;68.20.2;957
1645;84.11.12;1068
1646;46.51;672
1647;25.40;320
1648;19.20.2;206
1649;47.19;726
1650;10.13;99
1651;69.10;972
1652;78.10;1044
1653;85.13;1106
1654;68.20.2;957
1655;85.22;1109
1656;64.9;899
1657;62.01;880
1658;70.22;980
1659;27.12;373
1660;69.10;972
1661;43.29;549
1663;46.69;684
1664;27.12;373
1665;10.51;119
1666;84.11.21;1071
1667;10.13;99
1668;64.20;897
1669;10.13.2;101
1670;56.1;854
1671;70.22;980
1672;69.10;972
1673;49.39.2;795
1674;68.20;956
1675;64.99.2;912
1676;47.24.1;733
1677;25.11;310
1678;07.29.41;76
1679;11.02;156
1680;79.11;1048
1681;61.30;878
1682;77.39.2;1040
1683;52.24;842
1684;72.19;1012
1685;84.11.12;1068
1686;41.20;528
1687;41.20;528
1688;41.20;528
1689;65.30;923
1690;64.99;908
1691;26.51;356
1692;85.22;1109
1693;10.20;106
1694;07.10.2;70
1695;68.2;955
1696;84.11.35;1078
1697;23.4;262
1698;35.13;495
1699;62.02;881
1700;74.90;1025
1701;70.22;980
1702;69.10;972
1703;20.17;220
1704;52.10.3;821
1706;05.10.13;55
1707;85.22;1109
1708;85.41;1112
1709;70.10;976
1710;29.32;439
1711;94.20;1166
1712;46.63;681
1713;64.99;908
1714;70.10.1;977
1715;84.13;1086
1716;68.20.2;957
1717;71.12.3;990
1718;01.50;31
1719;47.30;741
1720;26.60.4;365
1721;64.20;897
1722;68.2;955
1723;77.32;1034
1724;49.41;797
1725;20.17;220
1726;64.99.1;909
1727;71.20;1003
1728;64.20;897
1729;84.11.11;1067
1730;26.40.4;354
1731;43.12.3;543
1732;84.11.11;1067
1733;71.12.2;989
1734;94.99;1170
1735;94.99;1170
1736;43.12.3;543
1737;69;971
1738;30.30.5;462
1739;22.22;248
1740;01.47;25
1741;58.11;860
1742;11.05;158
1743;93.11;1153
1744;68.20.2;957
1746;62.01;880
1747;72.19;1012
1748;41.20;528
1749;84.11.21;1071
1750;30.20;445
1751;70.22;980
1752;64.20;897
1753;84.11.21;1071
1754;49.50.21;804
1755;52.29;845
1756;85.21;1108
1757;33.14;482
1759;27.12;373
1761;26.11.3;340
1762;85.21;1108
1763;35.11.1;489
1765;24.42;299
1766;84.11.35;1078
1767;05.10.15;57
1768;64.20;897
1769;58.14;863
1770;86.10;1121
1771;70.10.1;977
1772;35.30.4;508
1774;52.23.11;840
1775;64.92;902
1777;46.90;720
1778;71.12;984
1779;01.11.1;2
1780;59.14;868
1781;27.1;370
1782;68.20;956
1783;68.20;956
1784;72.19;1012
1785;85.21;1108
1786;84.11.21;1071
1787;81.10;1054
1788;21.20.1;240
1789;64.99.1;909
1790;10.72;133
1791;05.10.16;58
1792;50.40.1;811
1793;28.30;412
1795;68.32.1;969
1796;69.10;972
1797;46.90;720
1798;63.11.1;888
1799;42.21;532
1800;23.61;271
1801;64.99.1;909
1802;20.14.2;213
1803;84.12;1085
1804;21.20.2;241
1805;21.1;237
1806;28.25;405
1808;46.90;720
1809;64.19;896
1810;68.20.2;957
1811;68.20;956
1812;72.19;1012
1813;71.12;984
1814;46.1;582
1815;41.2;527
1816;70.22;980
1817;70.22;980
1818;70.10.2;978
1819;35.14;496
1820;46.46;661
1822;46.21.11;608
1823;46.49;666
1824;68.32.1;969
1825;10.81;136
1826;68.20;956
1827;28.92;424
1828;52.22;833
1830;46.90;720
1831;42.21;532
1832;64.99.3;913
1833;70.22;980
1835;50.40;810
1838;01.11.1;2
1839;62.01;880
1841;55.10;851
1842;01.46;24
1843;62.02;881
1844;06.10.1;64
1845;63.91;891
1846;84.23.18;1095
1847;84.1;1064
1848;47.19;726
1849;72.19;1012
1851;38.11;516
1852;10.71;131
1853;85.22;1109
1854;26.51.4;359
1855;45.11.2;565
1856;84.11.21;1071
1857;84.11.7;1083
1859;71.12.3;990
1861;10.81;136
1863;05.10.1;52
1864;64.19;896
1865;69.10;972
1866;61.10;873
1867;94.12;1164
1868;69.20.1;974
1869;64.20;897
1870;84.11.21;1071
1871;94.12;1164
1872;84.11.3;1074
1873;09.10.9;92
1875;46.69.5;689
1876;06.10;63
1877;94.99;1170
1878;46.66;683
1879;93.11;1153
1880;72.19;1012
1881;84.11.21;1071
1882;84.11.21;1071
1883;10.83;141
1884;72.19;1012
1885;64.19;896
1886;72.19;1012
1887;68.20.21;958
1888;72.19;1012
1889;94.12;1164
1890;43.13;545
1891;84.11.33;1076
1892;31.09;469
1893;10.41.2;115
1895;35.11;488
1896;80.10;1052
1897;01.1;0
1898;46.33.3;624
1899;21.20;239
1900;20.13;210
1901;85.41;1112
1902;64.92;902
1903;65.12;919
1904;85.21;1108
1905;73.20;1021
1906;64.20;897
1907;72.19;1012
1909;45.11;563
1910;92.1;1148
1911;10.41;114
1912;10.13.3;102
1913;64.91;900
1914;09.10.2;91
1915;62.09;885
1916;52.24;842
1917;36.00.2;513
1918;95.11;1172
1919;05.10.13;55
1920;65.11;918
1921;62.01;880
1922;85.42;1116
1923;56.10;855
1924;70.22;980
1925;01.46;24
1926;84.11.21;1071
1927;71.12;984
1928;64.99;908
1929;62.01;880
1930;46.71;693
1932;46.15.3;595
1933;90.04;1136
1934;46.90;720
1935;21.10;238
1936;24.10.7;291
1937;30.11;442
1938;72.20;1015
1939;41.20;528
1940;46.90;720
1941;41.20;528
1942;70.22;980
1943;65.12;919
1944;64.99;908
1945;01.1;0
1946;49.41;797
1947;64.19;896
1948;22.21;247
1949;94.12;1164
1950;94.99;1170
1951;84.11.21;1071
1952;35.11.2;490
1953;41.2;527
1954;94.11;1163
1955;68.20;956
1956;69.10;972
1957;84.11;1065
1958;30.30;453
1959;82.30;1060
1960;63.11;887
1961;62.01;880
1963;03.22;49
1964;35.14;496
1965;63.11.1;888
1966;94.20;1166
1967;52.21.2;828
1968;46.21;607
1969;07.29.41;76
1970;05.10.2;59
1971;68.20;956
1972;52.24.2;844
1973;35.22;499
1974;46.69.9;691
1976;49.31.24;792
1977;21.20.1;240
1978;56.10;855
1979;96.09;1180
1981;70.22;980
1982;85.22;1109
1984;64.99;908
1985;27.20.22;375
1986;68.2;955
1987;06.10.1;64
1988;52.23;838
1989;45.11;563
1990;90.01;1134
1991;46.38.24;640
1992;63.11;887
1993;10.91.3;152
1994;11.02;156
1996;47.29.3;739
1997;05.10.1;52
1998;46.72;697
1999;50.30;808
2000;71.12.6;997
2001;84.11.1;1066
2002;24.10;284
2004;08.12;83
2005;85.22;1109
2007;70.22;980
2008;68.31.11;962
2009;94.99;1170
2010;26.51.6;361
2011;70.22;980
2012;85.21;1108
2013;71.11;982
2014;51.10;812
2015;35.30.4;508
2016;06.10;63
2017;88.10;1131
2018;46.71.1;694
2019;47.11;722
2020;46.21.11;608
2021;47.19;726
2022;46.69.8;690
2024;84.1;1064
2025;46.90;720
2026;43.99;555
2027;84.11.22;1072
2028;61.10;873
2029;46.34;625
2030;68.10;950
2031;84.11.21;1071
2032;68.20.2;957
2033;69;971
2034;27.12;373
2035;94.99;1170
2036;84.11.13;1069
2037;46.51.2;673
2038;10.2;105
2039;68.32.1;969
2040;62.01;880
2041;52.29;845
2042;28.25;405
2043;14.13;172
2044;84.23.18;1095
2045;66.12.2;932
2046;28.30.5;415
2047;01.1;0
2048;72.19;1012
2049;85.21;1108
2050;73.20.1;1022
2051;41.2;527
2053;26.51;356
2054;64.99;908
2055;72.19;1012
2057;46.63;681
2059;85.22;1109
2060;30.30.1;454
2061;84.11.3;1074
2064;84.11.3;1074
2065;68.2;955
2066;01.11;1
2067;38.32.4;522
2068;42.21;532
2069;35.11.1;489
2071;45.3;577
2072;26.20;344
2073;71.12.15;988
2074;46.77;718
2075;22.21;247
2076;90.04.2;1138
2077;86.10;1121
2078;93.19;1156
2079;20.11;208
2080;84.11.3;1074
2081;84.23.13;1093
2082;71.20;1003
2083;72.19;1012
2084;22.29;250
2087;25.62;324
2088;25.11;310
2089;28.25.1;406
2090;45.31.1;579
2091;52.24;842
2092;09.10.9;92
2093;68.20.2;957
2095;68.20;956
2096;25.11;310
2097;46.49;666
2098;84.11.11;1067
2099;62.01;880
2100;85.41;1112
2101;46.90;720
2102;56.10;855
2103;66.30;945
2104;31.0;465
2105;46.71;693
2106;24.10.2;286
2107;45.11.2;565
2108;68.20;956
2109;52.10;818
2111;30.20.1;446
2112;52.29;845
2113;84.11.21;1071
2114;64.20;897
2115;46.34;625
2116;10.5;118
2117;71.20;1003
2118;70.10.2;978
2119;28.99;427
2120;35.11.1;489
2121;81.29.9;1057
2122;46.71;693
2123;27.11.1;372
2124;06.10.1;64
2125;70.22;980
2126;94.20;1166
2127;11.05;158
2128;93.11;1153
2129;85.21;1108
2130;18.12;201
2131;23.12;254
2133;25.94;332
2134;46.18;600
2135;47.91;776
2136;01.1;0
2137;41.20;528
2138;84.11.8;1084
2139;62.01;880
2140;03.2;45
2142;71.12;984
2143;84.25;1100
2144;01.1;0
2145;07.29.41;76
2146;52.24.2;844
2147;46.62.2;680
2148;70.10.2;978
2149;29.10;430
2150;85.21;1108
2151;94.11;1163
2152;94.9;1167
2153;63.11;887
2154;51.10.1;813
2155;85.21;1108
2156;46.71.1;694
2157;17.22;197
2159;85.22;1109
2160;43.12;541
2161;64.9;899
2163;16.23.1;190
2164;70.22;980
2165;93.11;1153
2166;70.10.1;977
2167;52.24;842
2168;01.7;36
2169;10.62.1;130
2170;42.22.3;534
2171;27.40;380
2172;46.90;720
2173;93.29.9;1161
2174;72.19;1012
2175;36.00.2;513
2178;28.14;395
2179;46.71;693
2180;68.20;956
2182;70.10.2;978
2183;86;1120
2184;94.99;1170
2185;72.19;1012
2186;47.72.1;764
2187;68.32;968
2189;46.46.2;663
2190;70.22;980
2191;46.21;607
2192;68.32;968
2193;24.10.6;290
2194;85.42.1;1117
2195;84.11.35;1078
2197;52.22.1;834
2198;23.31;260
2199;46.49.49;671
2200;58.14;863
2201;70.22;980
2202;26.11.9;341
2203;62.01;880
2204;64.99;908
2205;22.11;243
2206;56.10.1;856
2207;27.12;373
2208;41.2;527
2209;86.90.4;1126
2210;85.13;1106
2211;63.11.1;888
2212;71.20;1003
2213;84.11.35;1078
2214;84.11.12;1068
2215;84.13;1086
2216;68.1;949
2217;70.22;980
2218;84.11.21;1071
2219;46.75;712
2220;94.99;1170
2221;28.30;412
2222;41.2;527
2223;52.23.11;840
2224;71.20.2;1004
2225;46.69.9;691
2226;45.1;562
2227;64.19;896
2228;10.72;133
2229;84.11.11;1067
2230;62.01;880
2232;64.19;896
2233;64.99;908
2234;63.11.1;888
2235;20.59;231
2236;68.32;968
2237;50.40;810
2238;94.20;1166
2239;85.22;1109
2241;24.44;301
2242;70.10.2;978
2243;01.50;31
2244;01.46;24
2245;64.19;896
2246;94.11;1163
2247;49.31.23;791
2248;93.21;1158
2249;94.12;1164
2250;49.41;797
2252;27.11.1;372
2253;84.11.13;1069
2254;35.11.1;489
2255;62.09;885
2256;86.90.4;1126
2257;70.22;980
2258;62.01;880
2259;20.14.1;212
2260;16.10;181
2261;84.11.3;1074
2262;15.11;178
2263;35.12;493
2264;10.86.62;145
2265;01.11;1
2266;10.13.4;103
2267;72.19;1012
2268;68.20;956
2269;72.19;1012
2270;41.20;528
2271;45.19;567
2272;29.32;439
2273;20.11;208
2274;85.13;1106
2275;35.30.14;505
2277;84.11.21;1071
2279;46.46;661
2280;52.10;818
2281;72.19;1012
2283;10.4;113
2284;42.11;529
2285;17.22;197
2287;70.22;980
2288;90.04;1136
2289;52.21.1;826
2291;79.12;1049
2292;49.41;797
2293;47.91.2;777
2294;88.99;1132
2295;10.5;118
2296;46.90;720
2297;94.11;1163
2299;62.01;880
2300;68.20;956
2301;01.70;37
2302;71.12.2;989
2303;25.40;320
2304;66.12.2;932
2305;94.12;1164
2306;52.24;842
2307;87.30;1129
2308;71.12.3;990
2309;26.30;346
2311;45.1;562
2312;64.20;897
2313;10.84;142
2314;20.41;226
2315;68.20.2;957
2316;63.11.1;888
2317;43.11;540
2318;88.99;1132
2319;85.21;1108
2320;46.49;666
2321;68.32.2;970
2322;22.11;243
2323;10.41.2;115
2324;68.20;956
2325;46.90;720
2326;73.20;1021
2327;94.12;1164
2329;66.12.2;932
2330;10.61.2;127
2331;47.73;765
2332;08.11.2;82
2333;11.07.1;161
2334;49.39.2;795
2335;70.22;980
2336;22.21;247
2337;46.90;720
2338;73.11;1019
2339;27.12;373
2340;38.1;515
2341;93.12;1154
2342;84.11.21;1071
2343;01.11;1
2344;52.24;842
2345;01.19.2;11
2346;86.10;1121
2348;70.22;980
2349;10.13;99
2350;06.10.1;64
2351;20.16;219
2352;07.29.41;76
2353;66.19.4;935
2354;10.51;119
2355;18.12;201
2356;47.11;722
2358;69.20;973
2359;88.99;1132
2360;20.13;210
2361;45.11.2;565
2362;46.71;693
2363;21.20.1;240
2364;68.20.2;957
2365;63.91;891
2366;94.11;1163
2367;91.04.1;1144
2368;45.1;562
2369;52.23.11;840
2370;84.11.3;1074
2371;62.01;880
2372;84.11.2;1070
2373;46.34;625
2374;21.20.1;240
2375;29.31;438
2376;26.11;337
2378;26.11;337
2379;86.21;1122
2381;71.12.5;995
2382;17.22;197
2383;64.99;908
2384;84.11.21;1071
2386;29.10.5;435
2387;46.21;607
2388;41.20;528
2389;52.23.11;840
2390;61.10;873
2391;46.46;661
2392;93.11;1153
2393;85.21;1108
2394;21.1;237
2395;85.23;1110
2397;85.21;1108
2399;47.91;776
2400;24.20.1;294
2401;68.20.2;957
2402;56.29;857
2403;46.14.9;593
2404;47.19;726
2405;84.23.31;1096
2406;84.11.21;1071
2407;33.14;482
2408;60.20;871
2409;29.32;439
2410;52.10.4;822
2411;47.19;726
2412;10.61.2;127
2413;58.13;862
2414;25.99;333
2415;82.30;1060
2416;68.20;956
2417;22.21;247
2418;70.22;980
2419;46.12;585
2420;47.23.1;732
2421;10.39.1;111
2422;38.11;516
2424;49.41;797
2425;05.10.13;55
2426;46.69;684
2427;62.01;880
2428;10.61.2;127
2429;28.30.3;414
2431;09.10;89
2432;47.11;722
2435;85.22;1109
2436;01.13;3
2437;45.19;567
2438;94.92;1169
2440;14.14.1;174
2441;19.20;205
2442;93.19;1156
2443;09.10;89
2444;64.19;896
2445;84.11.21;1071
2446;20.51;230
2447;92.1;1148
2448;20.60;236
2450;47.77.2;767
2451;43.99;555
2452;42.11;529
2453;46.71;693
2454;60.10;870
2455;64.99.1;909
2456;47.30;741
2457;42.21;532
2458;85.22;1109
2459;47.30;741
2460;47.91.2;777
2461;84.13;1086
2462;52.21.22;830
2463;43.12.3;543
2464;84.11.3;1074
2466;71.12.3;990
2467;46.74.2;710
2468;22.11;243
2469;84.22;1088
2470;06.10.1;64
2471;36.00.1;512
2472;41.20;528
2474;46.71;693
2475;25.30.22;318
2477;35.14;496
2478;10.62.1;130
2479;20.11;208
2480;42.13;531
2482;93.19;1156
2483;85.13;1106
2484;84.11.21;1071
2485;64.19;896
2486;43.12;541
2487;71.20.61;1008
2488;47.73;765
2489;63.91;891
2490;36.00;511
2491;09.10.9;92
2492;62.01;880
2493;82.30;1060
2494;25.40;320
2495;26.70.3;369
2496;35.22;499
2497;24.42;299
2498;23.32;261
2499;46.71;693
2500;45.1;562
2501;84.11.11;1067
2502;68.32;968
2503;94.20;1166
2504;68.20.2;957
2505;27.32;378
2506;49.4;796
2508;68.20.2;957
2509;85.22;1109
2511;28.14;395
2513;01.47;25
2514;20.17;220
2515;85.41;1112
2517;84.11.21;1071
2518;85.22;1109
2519;73.11;1019
2520;46.69.5;689
2521;85.21;1108
2522;10.41;114
2523;11.07.2;162
2524;03.1;43
2526;01.11;1
2527;84.11.21;1071
2528;25.61;323
2529;70.10.2;978
2530;93.21;1158
2531;85.22;1109
2532;55.10;851
2533;72.20;1015
2534;46.34.21;628
2535;46.69.5;689
2538;63.11.1;888
2539;27.12;373
2540;93.19;1156
2541;51.10.1;813
2542;84.11.3;1074
2544;41.20;528
2545;07.29.41;76
2546;93.11;1153
2547;41.20;528
2548;46.73;702
2549;46.69;684
2550;46.75.1;713
2551;52.22;833
2552;11.05;158
2553;52.24;842
2554;64.19;896
2555;90.01;1134
2556;52.29;845
2557;62.01;880
2558;36.00.1;512
2559;41.20;528
2560;52.29;845
2562;47.73;765
2563;47.77.2;767
2565;47.25;735
2566;71.12.2;989
2567;71.11.1;983
2568;46.90;720
2569;64.99.1;909
2570;68.20;956
2571;49.10;781
2572;84.11.22;1072
2573;68.32;968
2574;10.81;136
2575;01.47;25
2576;84.23.18;1095
2577;51.10.1;813
2578;46.90;720
2580;46.63;681
2581;70.10.1;977
2582;62.01;880
2583;27.32;378
2584;68.10;950
2585;46.39;643
2586;46.31.13;616
2587;85.21;1108
2588;46.6;676
2589;41.20;528
2590;01.41;18
2592;25.11;310
2593;46.61;677
2594;94.12;1164
2595;46.72;697
2596;41.20;528
2597;70.22;980
2598;28.92;424
2599;68.32.2;970
2601;46.12.22;586
2602;55.10;851
2603;94.92;1169
2604;16.21.1;186
2605;86.10;1121
2606;41.20;528
2609;70.22;980
2610;85.41;1112
2611;66.12.2;932
2612;68.10.22;953
2613;64.19;896
2614;64.19;896
2615;01.47;25
2616;26.51.7;362
2617;64.19;896
2618;01.46;24
2619;68.32.2;970
2620;23.42;264
2621;62.01;880
2623;84.1;1064
2624;84.23.18;1095
2625;84.11;1065
2626;30.11;442
2627;46.73;702
2628;68.20.2;957
2629;78.30;1046
2630;46.45;659
2631;42.11;529
2632;62.01;880
2633;41.20;528
2634;33.15;483
2635;68.20.2;957
2636;64.20;897
2637;35.11.1;489
2638;42.11;529
2639;71.12.12;986
2640;64.20;897
2641;01.11.1;2
2642;70.22;980
2643;46.21.13;610
2644;64.99;908
2645;09.10.9;92
2646;94.99;1170
2647;71.1;981
2648;16.10.2;183
2649;64.20;897
2650;70.22;980
2651;46.90;720
2652;06.20;65
2653;20.15;216
2654;16.23.1;190
2655;30.20.9;452
2656;10.82;139
2657;32.3;472
2658;62.01;880
2659;45.11.2;565
2660;64.91.2;901
2662;46.17;598
2663;23.99.1;278
2664;46.90;720
2665;47.73;765
2666;85.21;1108
2668;84.11.6;1082
2669;84.23.13;1093
2670;64.19;896
2671;66.19.6;937
2672;86.90.4;1126
2673;46.47.1;664
2674;01.47;25
2675;10.92;153
2676;85.22;1109
2677;09.90;93
